Rank,HS6_Code,Short_Name_ENG,ESRI_Score
460,255012,Drop forged (and precisio,0.0022503921710982974
461,161011,Spruce wood (Picea abies ,0.002235204809740828
462,262014,Digital data processing m,0.002229538757565682
463,222212,Plastic sacks and bags (i,0.0022279688660857854
464,310011,Swivel seats with variabl,0.0021958584700885538
465,275121,Vacuum cleaners with a se,0.0021874824073532706
466,161099,Sub-contracted operations,0.0021716016590669373
467,310111,Metal furniture for offic,0.0021217050055016744
468,203011,"Paints and varnishes, bas",0.0021007864496452437
469,203022,Oil paints and varnishes ,0.0020565572608034046
470,259912,"Table, kitchen or househo",0.0020522442189131957
471,141414,Women’s or girls’ briefs ,0.0020441591044335315
472,289452,Parts for household or la,0.0020441326696014808
473,279099,Sub-contracted operations,0.00204015231034782
474,282514,Machinery and apparatus f,0.002016015841101542
475,162320,Prefabricated buildings o,0.002013302124895274
476,332050,Installation of electric ,0.002006558555211281
477,289512,Parts of machinery for ma,0.0019328482730603023
478,281420,"Parts for taps, cocks, va",0.0019325357696848623
479,141921,Babies clothing and acces,0.0019122951361053744
480,265112,Theodolites and tachymetr,0.0019064337670274805
481,222910,Plastic articles of appar,0.0019015742432292788
482,252113,Parts of boilers for cent,0.0018851059574109875
483,268013,"Other recording media, in",0.0018834819304769717
484,282943,Automatic goods-vending m,0.0018825707726311813
485,275211,Iron or steel gas domesti,0.0018402461116251568
486,331225,Repair and maintenance of,0.0018197583004418718
487,161039,"Other wood in the rough, ",0.0018128408405614716
488,289610,Injection-moulding machin,0.0018072196505527268
489,282921,Machinery for cleaning or,0.0017835858008387064
490,172211,Toilet paper,0.0017483811536326548
491,310091,Upholstering services of ,0.0017410570632961347
492,310299,Sub-contracted operations,0.0017366983520690808
493,201113,Liquid air; compressed ai,0.0017251866706397066
494,324042,Articles and accessories ,0.0017058459954160943
495,141322,Men’s or boys’ suits & en,0.0017044653762330049
496,325030,"Dentists’, barbers’ or si",0.0017024852312023807
497,282999,Sub-contracted operations,0.001691188908350991
498,289999,Sub-contracted operations,0.001667087312536866
499,275220,Iron or steel parts of st,0.0016450374522683435
500,331119,Repair and maintenance of,0.0016197659546190592
501,201352,Distilled and conductivit,0.0016188179512769622
502,181310,"Composition, plate-making",0.001611663064044836
503,261291,Services connected with p,0.0016061967590374911
504,252999,Sub-contracted operations,0.0015902314321299394
505,310099,Sub-contracted operations,0.0015706134479967384
506,329199,Sub-contracted operations,0.0015697189747309282
507,275212,Iron or steel gas domesti,0.0015618179501469234
508,274080,Assembly of lighting devi,0.001559101124499966
509,141412,Men’s or boys’ underpants,0.0015507441128216474
510,331218,Repair and maintenance of,0.0015409172529365753
511,331211,Repair and maintenance of,0.0015335042821272634
512,236410,Factory made mortars,0.0014946516739599658
513,309240,Baby carriages,0.0014943386752753896
514,201341,"Sulphides of calcium, of ",0.001483315423688757
515,141932,Garments made up of felt ,0.001475362620955225
516,282310,Accounting machines and s,0.0014677063157741183
517,324011,Dolls representing only h,0.0014377739316350708
518,275113,Cloth washing and drying ,0.0014365394103024068
519,139616,Textile hosepiping and si,0.0014286001093290353
520,289451,Parts and accessories of ,0.0014195444274243997
521,273299,Sub-contracted operations,0.0014195438862533065
522,279082,Parts of electrical resis,0.0014150135137209583
523,263050,Electrical burglar or fir,0.0014150135137209583
524,331711,Repair and maintenance of,0.0014123184082968677
525,271299,Sub-contracted operations,0.0013848172582257424
526,351310,Distribution services of ,0.0013572651555203187
527,161091,Treatment; impregnation a,0.0013481999710181786
528,245310,Light metal castings for ,0.0013419501603363375
529,252912,Containers for compressed,0.0013410769945357795
530,292040,"Reconditioning, assembly,",0.0013346189338792982
531,244311,Refined unwrought lead (e,0.0013268663827950954
532,272022,"Electric accumulators, in",0.001326866382795095
533,272024,Parts of electric accumul,0.001326866382795095
534,283099,Sub-contracted operations,0.0013239873434059987
535,293121,Sparking plugs,0.0013146098298038558
536,263022,Telephones for cellular n,0.0012950438439575747
537,265163,Gas supply or production ,0.001290986638408657
538,289240,"Sorting, screening, separ",0.0012904329928629691
539,257299,Sub-contracted operations,0.001267124120976711
540,201657,"Silicones, in primary for",0.0012529392102767652
541,264020,Tuner blocks for CTV/VCR ,0.0012469872087993196
542,141332,Women’s or girls’ suits &,0.0012419313224457493
543,282513,Refrigerated show-cases a,0.0012220163271062046
544,264042,Single loudspeakers mount,0.001218946868871375
545,265111,Direction finding compass,0.0012189468688713749
546,281412,"Mixing valves for sinks, ",0.0012044321189762191
547,264033,Video camera recorders,0.0012017374263097412
548,262018,"Multifunctional devices, ",0.0012017374263097412
549,263011,Transmission apparatus fo,0.0012017374263097408
550,263012,Transmission apparatus fo,0.0012017374263097408
551,222925,Office or school supplies,0.0011974180646418492
552,152099,Sub-contracted operations,0.001180525913443973
553,141424,Women’s or girls’ nightdr,0.0011607992915068765
554,353012,Steam and hot water suppl,0.001160436578460842
555,283070,Self-loading or unloading,0.0011584952326458944
556,162312,Shuttering for concrete c,0.0011515185099445749
557,282214,Overhead travelling crane,0.0011433086234245212
558,236112,Prefabricated structural ,0.001108236526446779
559,332035,Installation of machinery,0.0010876351610578006
560,139617,Narrow woven fabrics othe,0.0010846095743710998
561,289299,Sub-contracted operations,0.0010793900342099382
562,284924,Parts and accessories for,0.0010692530282540183
563,282114,Parts for furnace burners,0.0010643951463138797
564,331510,Repair and maintenance se,0.0010578492783544012
565,289262,Parts of machinery of HS ,0.0010566766981809491
566,251121,Iron or steel bridges and,0.0010369197890074077
567,289334,Parts of machinery of HS ,0.001035266300352173
568,264052,Parts of radio receivers ,0.0010313708682706054
569,360020,Treatment and distributio,0.001027142570104661
570,332012,Installation services of ,0.0010136879101746688
571,162915,Pellets of pressed and ag,0.001003739277621197
572,201653,"Polymethyl methacrylate, ",0.0010035405852784087
573,274015,Fluorescent hot cathode d,0.0009985433105059666
574,141999,Sub-contracted operations,0.000995076926205132
575,203012,"Paints and varnishes, bas",0.0009900961709096243
576,282113,Electric bakery and biscu,0.000947414135189368
577,205959,Ion-exchangers; getters f,0.0009431252808953147
578,332060,Design and assembly of in,0.0009386947590158886
579,284124,Broaching machines for wo,0.0009333401095292138
580,244110,"Silver, unwrought or in p",0.0009296104042156958
581,283083,Machinery for preparing a,0.0009249702748477002
582,162499,Sub-contracted operations,0.0009241668559114466
583,201610,Linear polyethylene havin,0.0009228524705667499
584,241041,Uncoated cold-rolled shee,0.0009156174349784584
585,284921,"Arbors, collets and sleev",0.0009103557843683196
586,289313,Machinery used in the mil,0.0009017760670264946
587,259212,Aluminium collapsible tub,0.0008811523485196439
588,329959,Articles of gut (excludin,0.000880744305515246
589,275122,"Shavers, hair-removing ap",0.0008770438234407701
590,331213,Repair and maintenance se,0.0008764838214278337
591,139119,Knitted or crocheted fabr,0.0008756142420323183
592,282220,"Buckets, shovels, grabs a",0.0008686919849912085
593,265186,Parts and accessories of ,0.0008675629828493598
594,259960,Chain glove and a defende,0.0008675629828493598
595,222311,Floor coverings in rolls ,0.0008662866904462018
596,234912,Other ceramic articles of,0.0008520271990316776
597,284912,Multi-purpose machines wh,0.0008450066047822298
598,283034,Distributors for mineral ,0.0008419988400520443
599,383225,Secondary raw material of,0.0008418481651783034
600,236310,Ready-mixed concrete,0.0008414808200746054
601,172314,Other paper and paperboar,0.000834079553236736
602,263099,Sub-contracted operations,0.0008142145566027835
603,222980,Plastic is connected to t,0.0008054754597877666
604,284923,Dividing heads and other ,0.0008011403399514267
605,243311,"Cold-formed sections, obt",0.0007948656262268994
606,139510,Non-wovens of a weight ≤ ,0.0007895684326000353
607,329942,"Ferro-cerium, pyrophoric ",0.0007837413499212438
608,204219,Soap and organic surface-,0.0007669220458559692
609,331719,Repair and maintenance se,0.0007541558197634775
610,360011,Drinking water,0.0007528170817195793
611,332011,Installation services of ,0.0007484651397173887
612,283031,Ploughs,0.0007462426325884587
613,309910,Vehicles not mechanically,0.0007407779969563511
614,274024,"Illuminated signs, illumi",0.0007379127344991579
615,141425,Brassieres,0.0007346759626725644
616,289314,"Presses, crushers and sim",0.0007247407860172956
617,289312,Dairy machinery (includin,0.0007221415045662956
618,281327,Rotary displacement compr,0.0007171361122274523
619,331217,Repair and maintenance se,0.0007133356419141836
620,383232,Secondary raw material of,0.0007123748797756314
621,292099,Sub-contracted operations,0.0007014633662611913
622,275129,Electric heating resistor,0.0006993852692626678
623,271124,Multi-phase AC motors of ,0.0006862482309025234
624,301150,Other floating structures,0.0006826254940176641
625,329941,Cigarette lighters and ot,0.0006765783748412664
626,222320,"Prefabricated buildings, ",0.0006703785170030604
627,274011,Sealed beam lamp units,0.000669409398815931
628,281131,Parts for steam turbines ,0.0006685848466898618
629,332070,Installation of industria,0.0006657025969637714
630,275128,Domestic electric cookers,0.0006649756574271187
631,241099,Sub-contracted operations,0.0006566288362756606
632,331113,Repair and maintenance se,0.0006224318679902387
633,331312,Repair and maintenance of,0.0006161686656169343
634,282986,Parts of machinery and ap,0.0006128279797680236
635,202011,Insecticides,0.0006086009107025282
636,262091,Computers and peripheral ,0.0006079723083742145
637,325021,Mechano-therapy appliance,0.0006037666293254945
638,253011,Watertube boilers (exclud,0.0006020504473749529
639,323013,"Water-skis, surfboards, s",0.0006015841321679086
640,107111,Fresh bread containing by,0.0006011765753002559
641,309120,Parts and accessories of ,0.0005877514504706128
642,303050,Seats for aircraft; parts,0.0005869787131836355
643,301219,Motor boats and motor yac,0.0005853860833454265
644,283086,Forestry machinery,0.0005821042475598209
645,352210,Distribution services of ,0.0005820787666564758
646,259911,Stainless steel sinks and,0.0005801317064416783
647,329916,Slates and boards with wr,0.0005769403562973619
648,352110,"Coal gas, water gas, prod",0.0005746553576657362
649,232012,Refractory ceramic constr,0.0005711462116761345
650,81213,Mixtures of slag and simi,0.00057086418815736
651,241023,Flat semi-finished produc,0.0005708641881573597
652,139199,Sub-contracted operations,0.0005630511451517879
653,360012,Non-drinking water,0.0005627541431178361
654,139599,Sub-contracted operations,0.0005611895349353937
655,201630,"Polyvinyl chloride, not m",0.0005603096090823639
656,275123,Electric hair dryers,0.0005599584624219014
657,274021,Portable electric lamps w,0.0005599584624219013
658,272023,Hermetically sealed nicke,0.0005599269460850063
659,282216,Electrically operated lif,0.0005548721695907957
660,265165,Hydraulic or pneumatic au,0.0005541745725342736
661,152013,Footwear with a wooden ba,0.0005508677786716335
662,162210,Assembled parquet panels ,0.0005507786597166651
663,243399,Sub-contracted operations,0.0005473050383990061
664,331319,Repair and maintenance se,0.0005440494448252333
665,279013,Carbon electrodes for fur,0.0005281598818707526
666,279045,Particle accelerators,0.0005279526867211247
667,107112,Cake and pastry products;,0.000523671638132164
668,267025,Parts and accessories (in,0.0005200815549607346
669,244225,Aluminium foil of a thick,0.0005156902083650332
670,331214,Repair and maintenance of,0.0005147132569556376
671,172111,Corrugated paper and pape,0.000512430918317521
672,234113,Statuettes and other orna,0.0005028238564478773
673,282932,Personal weighing machine,0.000502317760579275
674,259199,Sub-contracted operations,0.0005019818125713834
675,101315,Prepared or preserved goo,0.0004981402499445842
676,241062,Hot-rolled concrete reinf,0.0004965251936093706
677,273319,Pipe-line fittings,0.0004902940395716631
678,274022,"Electric table, desk, bed",0.0004894101695903262
679,282215,Self-propelled works truc,0.00048727080101716394
680,289333,Parts for machinery for t,0.0004783525490530689
681,204143,"Polishes, creams and simi",0.0004736570826476786
682,132020,"Woven fabrics of cotton, ",0.0004700726863589251
683,284122,Numerically controlled kn,0.00046725357937532175
684,244211,Unwrought non-alloy alumi,0.00046548492217350634
685,132033,Woven fabrics of artifici,0.00046486839988468326
686,265131,Balances of a sensitivity,0.0004639283214887675
687,282941,Centrifuges (excluding cr,0.0004609505779956765
688,293199,Sub-contracted operations,0.00045693335490092774
689,331610,Repair and maintenance of,0.0004563122372440067
690,383112,Dismantling services of u,0.00045452737242656467
691,107219,Matzos,0.0004545073307513273
692,206014,Polypropylene monofilamen,0.00045078630252008575
693,271122,Single-phase AC motors of,0.00044902771660404207
694,291044,Chassis fitted with engin,0.0004436045310087295
695,245230,Tube or pipe fittings of ,0.0004390021185142242
696,331223,Repair and maintenance of,0.0004387137935625488
697,108223,Chewing gum,0.0004351811937681043
698,205952,Composite diagnostic or l,0.0004339750609868637
699,212013,Medicaments of alkaloids ,0.00042906696937612947
700,310199,Sub-contracted operations,0.00042371577788101727
701,283094,Parts for milking machine,0.00042345130114701556
702,324032,Puzzles,0.0004173390029572377
703,255020,Products of steel powder ,0.00041520606423045607
704,205954,Activated carbon,0.00041520606423045607
705,244499,Sub-contracted operations,0.00041520606423045607
706,239914,"Artificial graphite, coll",0.000415206064230456
707,282299,Sub-contracted operations,0.000411665255145697
708,204141,Preparations for perfumin,0.0004093964182677405
709,383235,Secondary raw material of,0.00040939373075705684
710,139223,Parachutes and rotochutes,0.00040696234075847967
711,236111,Building blocks and brick,0.0004055501226869727
712,192029,Motor oil,0.00040135639526426344
713,271125,Multi-phase AC traction m,0.0003924753648645222
714,139111,"Pile fabrics, terry fabri",0.00039031810095571337
715,302099,Sub-contracted operations,0.00038866703381181233
716,162999,Sub-contracted operations,0.000386525665657322
717,266091,Medical instrument manufa,0.0003856047850766338
718,289931,"Dryers for wood, paper pu",0.0003854740418094332
719,284999,Sub-contracted operations,0.00038064713503509526
720,291023,Motor vehicles with only ,0.0003781085106085091
721,291022,Motor vehicles with only ,0.000375715543757561
722,323011,"Skis, for winter sports",0.0003718910968131386
723,304010,Motorised tanks and other,0.00036977054081476456
724,162112,"Particle board, of wood",0.00036933862207551884
725,383239,Other non-metal secondary,0.00036853413914186096
726,171299,Sub-contracted operations,0.00036843592117461095
727,253013,Parts of vapour generatin,0.00036637569199455996
728,267013,Digital cameras,0.00036459527578695306
729,289111,"Converters, ladles, ingot",0.000363900568033726
730,231411,Glass fibre threads cut i,0.000363395169266871
731,282939,Other weighing machinery,0.00035843783108664045
732,310013,"Other seats, of HS 9401, ",0.00035313309775403506
733,282960,Cooling towers and simila,0.00035290466851828643
734,289212,Self-propelled coal or ro,0.0003529046685182864
735,283051,Motor mowers (excluding f,0.0003520516544616624
736,325022,Artificial joints,0.00035187189393475117
737,271121,Universal AC/DC motors of,0.0003515495210661506
738,325099,Sub-contracted operations,0.0003477882718985636
739,241052,Flat-rolled products of a,0.0003458788643505161
740,252111,Radiators for central hea,0.0003453972587669865
741,282520,Fans of a kind used solel,0.00034276976304000004
742,309210,Bicycles and other cycles,0.00033816425944958856
743,254011,"Military weapons, other t",0.0003371771358581157
744,289316,Dryers for the treatment ,0.00033696186900404455
745,108919,Caramel,0.00033587273007527636
746,271232,"Boards, cabinets and simi",0.00033483812101345865
747,259211,Cans used for preserving ,0.0003343080393413113
748,201321,Chlorine,0.0003338385137972725
749,283052,Hay-making machinery,0.0003329430499131895
750,139699,Sub-contracted operations,0.00033253954724254156
751,81211,Silica sands (quartz sand,0.00032886552751729186
752,204217,Hair preparations (exclud,0.0003286284211992665
753,383231,Secondary raw material of,0.0003281315344116426
754,204216,Shampoos,0.0003275078668299087
755,332032,Installation services of ,0.0003263325257666419
756,204215,"Beauty, make-up and skin ",0.0003262025804974943
757,205942,Anti-knock preparations,0.000325516118724147
758,253012,Auxiliary plant for use w,0.00032336464259432
759,284911,Sawing machines for worki,0.00032202192373254876
760,205999,Sub-contracted operations,0.0003204466297141101
761,257199,Sub-contracted operations,0.00031757774416230864
762,109110,Premixtures for farm anim,0.0003148485082697693
763,301191,Conversion and reconstruc,0.00031310177308343135
764,201510,Nitric acid; sulphonitric,0.0003091788605171902
765,245199,Sub-contracted operations,0.0003078302621525236
766,201441,Methylamine; di- or trime,0.00030642985812115615
767,205955,"Finishing agents, etc., w",0.00030621687519254674
768,152021,Sports footwear with rubb,0.0003042915168558324
769,201325,Sodium hydroxide (caustic,0.00030358477492507113
770,282911,Producer gas or water gas,0.0002990627217517348
771,282112,Non-electric furnaces and,0.0002984881539812349
772,266013,Ultraviolet or infrared a,0.00029475849452967394
773,281132,Parts for hydraulic turbi,0.0002909686458456611
774,281112,Spark ignition reciprocat,0.00028908930539666523
775,245113,Grey iron castings for la,0.00028714644613713494
776,131082,Yarn (other than sewing t,0.0002860006401742174
777,201463,Acyclic ethers and their ,0.0002847691457307199
778,271143,"Transformers, n.e.c., hav",0.0002847114513887325
779,275199,Sub-contracted operations,0.0002813765991807602
780,284199,Sub-contracted operations,0.0002769156433066257
781,221960,Articles of apparel and c,0.0002761783664848509
782,171242,Sulphite wrapping paper i,0.0002750148119445494
783,202019,Rodenticides and other pl,0.000274494187007949
784,206012,High-tenacity filament ya,0.000273027934378628
785,289932,"Roundabouts, swings, shoo",0.000273027934378628
786,202015,"Inorganic fungicides, bac",0.00027132065882014815
787,201710,Synthetic latex rubber,0.0002696711876723529
788,141499,Sub-contracted operations,0.00026878651052057164
789,81130,Chalk,0.000268026697133095
790,261191,Services connected with m,0.00026772467780103996
791,110719,"Waters, with added sugar,",0.0002664695369324799
792,241074,Sheet piling (of steel),0.0002654003571274267
793,332042,Installation services of ,0.00026440440969541446
794,139911,Tulles and other net fabr,0.00026315803763304527
795,265141,Instruments and apparatus,0.0002614590722611855
796,383212,Sorted non-metal material,0.00026127416602269134
797,204213,Manicure or pedicure prep,0.000259970860926822
798,282421,Parts for chainsaws and o,0.0002562614265983268
799,201432,Ethyl acetate,0.00025546960156481877
800,242023,"Tubes and pipes, welded, ",0.0002547923213552762
801,289331,"Parts for presses, crushe",0.0002516618116832024
802,281213,Hydraulic pumps (piston),0.00025067703622393107
803,289951,Parts and accessories of ,0.00024880198845411656
804,275111,Combined refrigerators-fr,0.0002484382939622007
805,292022,Trailers and semi-trailer,0.00024779793262809537
806,303016,Parts of turbo-jets or tu,0.00024396974334797638
807,110510,Beer made from malt (excl,0.00024341924393254382
808,383234,Secondary raw material of,0.00024337573928007213
809,162199,Sub-contracted operations,0.00024261574244476727
810,201111,Argon,0.00024213110079967989
811,293210,Seats for motor vehicles,0.00024128569982792886
812,171279,Multi-ply paper and paper,0.0002390148175066876
813,275125,Electric instantaneous wa,0.00023759480290247927
814,275214,Non-electric instantaneou,0.00023759480290247927
815,201422,Methanol (methyl alcohol),0.00023678989803881646
816,201462,Acetone,0.00023678989803881646
817,332031,Installation of agricultu,0.00023626684241849155
818,131071,"Flax yarn, n.p.r.s.",0.00023596239240271223
819,284132,Numerically controlled pu,0.00023520217543001345
820,205310,Essential oils,0.00023393793554917183
821,204120,Anionic organic surface-a,0.00023254952900577256
822,204218,Dentifrices (including to,0.000229502047820769
823,205930,Inks (excluding printing ,0.00022871949607497965
824,107211,Crispbread,0.00022735186499813086
825,283033,"Seeders, planters and tra",0.00022690258292194047
826,171277,"Tarred, bituminised or as",0.00022608311230071403
827,212023,Blood-grouping reagents,0.00022596681554998903
828,232013,"Refractory cements, morta",0.00022585699450760152
829,282199,Sub-contracted operations,0.00022583524676756143
830,261140,Pick-up cartridges for di,0.00022284986267242339
831,201656,"Amino resins, in primary ",0.000220618293220778
832,108222,"Filled chocolate blocks, ",0.0002202303744431405
833,253099,Sub-contracted operations,0.00021887995077258266
834,201444,"Diazo-, azo- or azoxy-com",0.000217317360516251
835,324031,Wheeled toys designed to ,0.00021662614744415208
836,106133,"Rolled, flaked, hulled, p",0.00021599524284559343
837,212011,Medicaments containing pe,0.00021594695937719556
838,107311,"Uncooked pasta, containin",0.0002152445192980071
839,106122,Cereal flours (excluding ,0.00021441525256275153
840,221971,Sheath contraceptives,0.00021358854492470013
841,383223,Secondary raw material of,0.00021147455635857766
842,106121,Wheat or meslin flour,0.00020905154992575213
843,221910,Reclaimed rubber in prima,0.00020611830170340562
844,281399,Sub-contracted operations,0.00020543362854638409
845,201324,Hydrogen chloride (hydroc,0.0002024592604933332
846,108315,Herbal Infusions,0.00020116519199561654
847,201580,Animal or vegetable ferti,0.00020050421112561493
848,162412,"Casks, barrels, vats, tub",0.00019991669193843945
849,331228,Repair and maintenance se,0.0001984609325248949
850,302091,Reconditioning of railway,0.00019778235900816323
851,201411,Saturated acyclic hydroca,0.00019613344737624407
852,284112,Horizontal machining cent,0.00019450923699440017
853,231212,Toughened (tempered) safe,0.00019329031789952996
854,232014,Articles of stone or othe,0.00019250550057306186
855,252199,Sub-contracted operations,0.0001916289960220293
856,291099,Sub-contracted operations,0.0001897284306593038
857,110711,Mineral waters and aerate,0.00018970801291601864
858,243320,Cold-profiled (ribbed) sh,0.00018932078206773713
859,329923,"Press-fasteners, snap-fas",0.00018915937549604292
860,284913,Drilling machines for wor,0.00018864530881930287
861,244312,Unwrought non-alloy zinc ,0.000188629275479113
862,131085,Sewing thread of man-made,0.00018659941608703028
863,131081,Multiple or cabled synthe,0.00018647986313735358
864,131040,"Silk yarn, n.p.r.s. (excl",0.00018647986313735358
865,131050,Yarn of carded wool or fi,0.00018647986313735358
866,131062,Cotton sewing thread,0.00018647986313735358
867,131083,Yarn containing < 85 % by,0.00018647986313735356
868,131061,"Yarn of uncombed cotton, ",0.00018647986313735356
869,106132,"Groats and meal of oats, ",0.00018631332002646818
870,329951,Articles for Christmas fe,0.0001847617549846151
871,172311,"Carbon paper, self-copy p",0.0001833204512599373
872,271141,Liquid dielectric transfo,0.00018282624281060626
873,236511,"Panels, boards, tiles, bl",0.0001812488574869258
874,143110,"Panty hose and tights, of",0.00018017100059959562
875,233211,Non-refractory clay build,0.0001799857366378365
876,233212,Non-refractory clay roofi,0.00017995596305530999
877,243330,"Structures, solely or pri",0.00017704080278882985
878,201332,Hypochlorites; commercial,0.0001770094607273716
879,309299,Sub-contracted operations,0.00017313082329448122
880,332034,Installation of machinery,0.00017265478535253938
881,204144,Scouring pastes and powde,0.00017110761388617284
882,101314,Liver sausages and simila,0.0001704904036679939
883,181110,"Printed newspapers, journ",0.00017030186516250013
884,275299,Sub-contracted operations,0.00016984432793403832
885,101250,Prepared skins of birds w,0.00016937098667517162
886,302033,Railway or tramway goods ,0.00016866636356682708
887,201620,"Expansible polystyrene, i",0.00016816244155498948
888,106124,Mixes and doughs for the ,0.0001677185345001672
889,239999,Sub-contracted operations,0.00016760222857705085
890,282499,Sub-contracted operations,0.00016760222857705085
891,103219,Unconcentrated juice of a,0.00016734496134269958
892,271199,Sub-contracted operations,0.0001666512258629621
893,242099,Sub-contracted operations,0.00016516090487857338
894,201474,Undenatured ethyl alcohol,0.00016382236862728654
895,272099,Sub-contracted operations,0.00016239049412098154
896,204211,Perfumes,0.0001621366757058016
897,181211,"Printed new stamps, stamp",0.00016053386451312415
898,162911,"Tools, tool bodies and ha",0.00016051334587353339
899,106131,Groats and meal of durum ,0.00016008605001955996
900,261299,Sub-contracted operations,0.0001587644735199958
901,108610,Homogenised preparations ,0.00015805731883162112
902,108519,Other prepared dishes and,0.00015645991017748597
903,101150,Pig fat free of lean meat,0.00015607949441602417
904,132012,Woven fabrics of carded w,0.00015585641268446931
905,107212,Gingerbread and the like,0.00015527503899954073
906,244299,Sub-contracted operations,0.00015397731989004167
907,201413,Chloromethane (methyl chl,0.0001530135125175406
908,201412,Cyclohexane,0.00015276390423001924
909,331227,Repair and maintenance of,0.00015197087761323637
910,120011,"Cigars, cheroots and ciga",0.00015007050487073068
911,120019,Smoking tobacco (excludin,0.00015007050487073068
912,201475,Denatured ethyl alcohol a,0.00014969072200427642
913,289911,Folding machines for book,0.00014928218369074256
